0	,-1.5708	,0	,-1.5708	,0	,0	,
0.015708	,-1.57429	,-0.00349066	,-1.5708	,0	,0	,
0.031416	,-1.57778	,-0.00698132	,-1.5708	,0	,0	,
0.047124	,-1.58127	,-0.010472	,-1.5708	,0	,0	,
0.062832	,-1.58476	,-0.0139626	,-1.5708	,0	,0	,
0.07854	,-1.58825	,-0.0174533	,-1.5708	,0	,0	,
0.094248	,-1.59174	,-0.020944	,-1.5708	,0	,0	,
0.109956	,-1.59523	,-0.0244346	,-1.5708	,0	,0	,
0.125664	,-1.59872	,-0.0279253	,-1.5708	,0	,0	,
0.141372	,-1.60221	,-0.0314159	,-1.5708	,0	,0	,
0.15708	,-1.6057	,-0.0349066	,-1.5708	,0	,0	,
0.172788	,-1.60919	,-0.0383973	,-1.5708	,0	,0	,
0.188496	,-1.61268	,-0.0418879	,-1.5708	,0	,0	,
0.204204	,-1.61617	,-0.0453786	,-1.5708	,0	,0	,
0.219912	,-1.61967	,-0.0488692	,-1.5708	,0	,0	,
0.23562	,-1.62316	,-0.0523599	,-1.5708	,0	,0	,
0.251328	,-1.62665	,-0.0558506	,-1.5708	,0	,0	,
0.267036	,-1.63014	,-0.0593412	,-1.5708	,0	,0	,
0.282744	,-1.63363	,-0.0628319	,-1.5708	,0	,0	,
0.298452	,-1.63712	,-0.0663225	,-1.5708	,0	,0	,
0.31416	,-1.64061	,-0.0698132	,-1.5708	,0	,0	,
0.329868	,-1.6441	,-0.0733039	,-1.5708	,0	,0	,
0.345576	,-1.64759	,-0.0767945	,-1.5708	,0	,0	,
0.361284	,-1.65108	,-0.0802852	,-1.5708	,0	,0	,
0.376992	,-1.65457	,-0.0837759	,-1.5708	,0	,0	,
0.3927	,-1.65806	,-0.0872665	,-1.5708	,0	,0	,
0.408408	,-1.66155	,-0.0907572	,-1.5708	,0	,0	,
0.424116	,-1.66504	,-0.0942478	,-1.5708	,0	,0	,
0.439824	,-1.66853	,-0.0977385	,-1.5708	,0	,0	,
0.455532	,-1.67202	,-0.101229	,-1.5708	,0	,0	,
0.47124	,-1.67552	,-0.10472	,-1.5708	,0	,0	,
0.486948	,-1.67901	,-0.10821	,-1.5708	,0	,0	,
0.502656	,-1.6825	,-0.111701	,-1.5708	,0	,0	,
0.518364	,-1.68599	,-0.115192	,-1.5708	,0	,0	,
0.534072	,-1.68948	,-0.118682	,-1.5708	,0	,0	,
0.54978	,-1.69297	,-0.122173	,-1.5708	,0	,0	,
0.565488	,-1.69646	,-0.125664	,-1.5708	,0	,0	,
0.581196	,-1.69995	,-0.129154	,-1.5708	,0	,0	,
0.596904	,-1.70344	,-0.132645	,-1.5708	,0	,0	,
0.612612	,-1.70693	,-0.136136	,-1.5708	,0	,0	,
0.62832	,-1.71042	,-0.139626	,-1.5708	,0	,0	,
0.644028	,-1.71391	,-0.143117	,-1.5708	,0	,0	,
0.659736	,-1.7174	,-0.146608	,-1.5708	,0	,0	,
0.675444	,-1.72089	,-0.150098	,-1.5708	,0	,0	,
0.691152	,-1.72438	,-0.153589	,-1.5708	,0	,0	,
0.70686	,-1.72787	,-0.15708	,-1.5708	,0	,0	,
0.722568	,-1.73137	,-0.16057	,-1.5708	,0	,0	,
0.738276	,-1.73486	,-0.164061	,-1.5708	,0	,0	,
0.753984	,-1.73835	,-0.167552	,-1.5708	,0	,0	,
0.769692	,-1.74184	,-0.171042	,-1.5708	,0	,0	,
0.7854	,-1.74533	,-0.174533	,-1.5708	,0	,0	,
0.801108	,-1.74882	,-0.178024	,-1.5708	,0	,0	,
0.816816	,-1.75231	,-0.181514	,-1.5708	,0	,0	,
0.832524	,-1.7558	,-0.185005	,-1.5708	,0	,0	,
0.848232	,-1.75929	,-0.188496	,-1.5708	,0	,0	,
0.86394	,-1.76278	,-0.191986	,-1.5708	,0	,0	,
0.879648	,-1.76627	,-0.195477	,-1.5708	,0	,0	,
0.895356	,-1.76976	,-0.198968	,-1.5708	,0	,0	,
0.911064	,-1.77325	,-0.202458	,-1.5708	,0	,0	,
0.926772	,-1.77674	,-0.205949	,-1.5708	,0	,0	,
0.94248	,-1.78023	,-0.20944	,-1.5708	,0	,0	,
0.958188	,-1.78373	,-0.21293	,-1.5708	,0	,0	,
0.973896	,-1.78722	,-0.216421	,-1.5708	,0	,0	,
0.989604	,-1.79071	,-0.219911	,-1.5708	,0	,0	,
1.00531	,-1.7942	,-0.223402	,-1.5708	,0	,0	,
1.02102	,-1.79769	,-0.226893	,-1.5708	,0	,0	,
1.03673	,-1.80118	,-0.230383	,-1.5708	,0	,0	,
1.05244	,-1.80467	,-0.233874	,-1.5708	,0	,0	,
1.06814	,-1.80816	,-0.237365	,-1.5708	,0	,0	,
1.08385	,-1.81165	,-0.240855	,-1.5708	,0	,0	,
