0.0205829	,0.117135	,
0.0186194	,0.182687	,
0.0375002	,2.65504	,
0.0363135	,0.0819604	,
0.0389742	,0.309703	,
0.00825387	,0.0920564	,
0.0315244	,0.119157	,
0.0200788	,0.115423	,
0.0105963	,0.0839963	,
0.0082228	,0.0803821	,
0.00499127	,0.262249	,
0.00686868	,0.0799907	,
0.0168155	,0.08787	,
0.00656359	,0.0738684	,
0.0180016	,2.92545	,
0.021913	,0.115712	,
0.0306976	,0.0495385	,
0.0717009	,2.34533	,
0.0248965	,0.407793	,
0.0130507	,0.0821466	,
0.0181411	,0.0865107	,
0.014596	,0.08944	,
0.0163395	,0.0689063	,
0.00817068	,0.0826881	,
0.0280955	,0.0583267	,
0.021549	,0.00755655	,
0.0104201	,2.89113	,
0.0140129	,2.83655	,
0.0163547	,0.158142	,
0.0116386	,3.03183	,
0.00985627	,2.94978	,
0.0071601	,0.0805778	,
0.0118718	,2.85501	,
0.0187479	,0.0433973	,
0.0053602	,2.91979	,
0.0229437	,2.93278	,
0.0157964	,0.105101	,
0.0323714	,2.79404	,
0.0155506	,3.02676	,
0.0146246	,0.0801189	,
0.00933507	,0.0664418	,
0.00730943	,0.087649	,
0.0201337	,0.0577472	,
0.00719981	,0.116488	,
0.0232003	,0.0637647	,
0.0195238	,0.0347058	,
0.00908125	,0.0700116	,
0.0154225	,0.104137	,
0.0170308	,0.246405	,
0.0084925	,0.0603707	,
0.0109181	,0.0809473	,
0.00881137	,0.0664858	,
0.0101318	,0.0692896	,
0.0443485	,0.566672	,
0.0129798	,0.291179	,
0.0421756	,0.576795	,
0.0172889	,2.76569	,
0.00793602	,0.0861734	,
0.0103892	,2.91691	,
0.00363673	,2.90588	,
0.0209293	,2.76437	,
0.0298564	,2.7621	,
0.00811781	,0.0803925	,
0.0118235	,0.0662998	,
0.0119358	,0.0859522	,
0.0130415	,0.0790815	,
0.00973986	,0.10117	,
0.0198686	,0.0318259	,
0.0151878	,2.87545	,
0.0140047	,2.98405	,
0.0545286	,0.309351	,
0.00655555	,2.97468	,
0.0175524	,0.242002	,
0.0198787	,0.11756	,
0.0215723	,0.350244	,
0.0184295	,0.0901194	,
0.0194782	,2.9979	,
0.0110658	,0.101091	,
0.030307	,0.0858222	,
0.0331816	,0.142712	,
0.00848232	,0.0748154	,
0.0197081	,0.0977782	,
0.0158436	,0.389415	,
0.0333617	,0.168784	,
0.0278278	,0.0616474	,
0.0246176	,0.214923	,
0.00991506	,0.0703999	,
0.0340804	,2.74152	,
0.0196151	,0.0365139	,
0.00854792	,0.0658339	,
0.018986	,2.84578	,
0.0273525	,2.8911	,
0.00664678	,0.0541222	,
0.00764282	,0.0965258	,
0.0100576	,0.0765567	,
0.00607585	,0.0816672	,
0.00932886	,0.194848	,
0.0123572	,2.92317	,
0.0216164	,2.93499	,
0.00836936	,0.0863553	,
