0.0198096	,0.31496	,
0.0315414	,2.76894	,
0.0489621	,0.428191	,
0.0324275	,2.79739	,
0.0205372	,3.01966	,
0.0224544	,0.20945	,
0.0421224	,0.265933	,
0.0969638	,0.885396	,
0.0125219	,0.098958	,
0.0572586	,0.330486	,
0.0261428	,2.68401	,
0.0222164	,2.84147	,
0.0331391	,2.89147	,
0.0221272	,2.8027	,
0.00967168	,3.04825	,
0.0296792	,2.82756	,
0.0425282	,0.4954	,
0.0332509	,0.249174	,
0.0898288	,0.959803	,
0.0222241	,0.148169	,
0.0447293	,2.43981	,
0.0145435	,2.98657	,
0.0304672	,2.60965	,
0.0405883	,0.464491	,
0.0498837	,2.86225	,
0.0560713	,0.730236	,
0.0124986	,2.88712	,
0.122141	,2.34657	,
0.0732304	,0.927866	,
0.0347531	,0.141558	,
0.0203406	,2.89357	,
0.0260765	,2.79116	,
0.11996	,2.39447	,
0.0190412	,2.94152	,
0.0101503	,0.109531	,
0.0573948	,0.84917	,
0.0335708	,2.65331	,
0.0499501	,0.216331	,
0.0198769	,0.18212	,
0.0924987	,0.912765	,
0.0192053	,2.89276	,
0.0305448	,0.204737	,
0.00720652	,0.345626	,
0.0229776	,2.81893	,
0.016499	,0.255479	,
0.0246444	,2.96356	,
0.0422074	,0.205031	,
0.101329	,2.08781	,
0.0148085	,2.83741	,
0.0332964	,2.95341	,
0.0367638	,0.236594	,
0.0408567	,0.306187	,
0.0244674	,0.118478	,
0.0373774	,0.151033	,
0.0233426	,0.256685	,
0.0191633	,2.94465	,
0.0428247	,0.601852	,
0.0361122	,2.91656	,
0.024622	,2.94168	,
0.0250417	,2.91749	,
0.0110172	,0.0226885	,
0.0245782	,2.8184	,
0.016642	,0.103096	,
0.028996	,0.202098	,
0.0356335	,2.91825	,
0.0316147	,0.184547	,
0.0305232	,0.254227	,
0.0376266	,0.41149	,
0.0142275	,2.87077	,
0.0220227	,2.90139	,
0.0339617	,0.178933	,
0.122759	,2.16158	,
0.0416033	,0.201328	,
0.0337129	,0.296771	,
0.0374647	,0.196181	,
0.0529199	,0.531451	,
0.0488287	,0.353147	,
0.0705136	,0.87793	,
0.0150447	,0.276031	,
0.0165357	,2.75455	,
0.031152	,0.276924	,
0.0288642	,2.87843	,
0.0724346	,0.566163	,
0.0438888	,0.372275	,
0.0137665	,0.135699	,
0.0241511	,2.81951	,
0.0123002	,2.78722	,
0.0322801	,0.204702	,
0.0408674	,0.162063	,
0.0132432	,0.119087	,
0.0192084	,2.86688	,
0.0231858	,0.0986747	,
0.0193238	,2.8629	,
0.017163	,2.87536	,
0.0463309	,0.433819	,
0.0748116	,2.38834	,
0.0526397	,0.254088	,
0.0291195	,0.296386	,
0.0239652	,0.277695	,
0.0225213	,0.136331	,
