0.647164	,1.55181	,
0.196566	,1.56444	,
0.0249011	,2.91922	,
0.162745	,1.65225	,
0.637761	,1.53402	,
0.0368828	,2.94431	,
0.482766	,1.58314	,
0.389932	,1.39664	,
0.132326	,1.65477	,
0.225757	,1.42337	,
0.0589382	,0.588552	,
0.208706	,1.75423	,
0.536061	,1.56201	,
0.254016	,1.41377	,
0.6118	,1.66273	,
0.0277836	,2.80063	,
0.0348111	,2.68059	,
0.15679	,1.60816	,
0.370489	,1.53888	,
0.385348	,1.40428	,
0.0328816	,0.440388	,
0.0397231	,2.90008	,
0.637135	,1.37704	,
0.212305	,1.61674	,
0.162667	,1.71729	,
0.17038	,1.44632	,
0.149688	,1.58049	,
0.310132	,1.50637	,
0.629456	,1.52992	,
0.204755	,1.64906	,
0.410297	,1.62613	,
0.288932	,1.42918	,
0.184521	,1.36772	,
0.313632	,1.59169	,
0.364677	,1.46221	,
0.464137	,1.48292	,
0.287237	,1.5971	,
0.211352	,1.37869	,
0.171834	,1.57065	,
0.680169	,1.69842	,
0.263613	,1.57635	,
0.281061	,1.41564	,
0.559175	,1.56223	,
0.268508	,1.5993	,
0.0329455	,2.7657	,
0.321197	,1.58457	,
0.643642	,1.50869	,
0.581288	,1.57631	,
0.468165	,1.56106	,
0.317955	,1.55329	,
0.565278	,1.49545	,
0.0334991	,0.0832843	,
0.160178	,1.64989	,
0.499692	,1.62873	,
0.403323	,1.66177	,
0.656595	,1.6296	,
0.513953	,1.71122	,
0.547518	,1.66087	,
0.140038	,1.54103	,
0.442525	,1.37681	,
0.463047	,1.57742	,
0.506807	,1.62278	,
0.568692	,1.71394	,
0.0173274	,2.98955	,
0.175569	,1.67842	,
0.0312611	,0.236302	,
0.0246591	,0.170235	,
0.365567	,1.67137	,
0.0272536	,2.91295	,
0.0211739	,2.86384	,
0.0340921	,2.9958	,
0.202049	,1.56617	,
0.319756	,1.60019	,
0.599817	,1.69757	,
0.573207	,1.68378	,
0.49479	,1.48838	,
0.168914	,1.43712	,
0.552581	,1.64241	,
0.170517	,1.70156	,
0.14801	,1.53522	,
0.644647	,1.63672	,
0.232651	,1.5973	,
0.152227	,1.44864	,
0.466886	,1.63363	,
0.0829949	,1.50207	,
0.0248566	,2.95748	,
0.0394747	,0.300867	,
0.664763	,1.63199	,
0.585963	,1.55252	,
0.497118	,1.70813	,
0.599177	,1.39947	,
0.454779	,1.12025	,
0.266624	,1.66038	,
0.0390841	,0.242593	,
0.426739	,1.34243	,
0.131852	,1.45188	,
0.379001	,1.5013	,
0.140092	,1.56346	,
0.0321385	,2.95138	,
0.504105	,1.54629	,
